Subject,CrseNumb,AcyrCode,Term,Section,EnrlMax,EnrlActual
ABCD,3150A,2012,201320,F10,35,0
ABCD,3150A,2012,201320,F11,35,0
ABCD,3150A,2012,201320,F12,35,0
ABCD,3150A,2012,201320,F13,35,0
ABCD,3150A,2012,201320,F14,35,0
ABCD,3150A,2013,201330,F10,3,0
ABCD,3150A,2013,201330,F11,3,0
ABCD,3150A,2013,201330,F12,3,0
ABCD,3150A,2013,201330,F13,3,0
ABCD,3150A,2013,201330,F14,3,0
ABCD,3150A,2013,201410,F10,35,0
ABCD,3150A,2013,201410,F11,35,0
ABCD,3150A,2013,201410,F12,35,0
ABCD,3150A,2013,201410,F13,35,0
ABCD,3150A,2013,201410,F14,35,0
ABCD,3150A,2014,201430,F13,3,1
ABCD,3150A,2014,201510,F10,35,0
ABCD,3150A,2014,201510,F11,35,0
ABCD,3150A,2014,201510,F12,35,0
ABCD,3150A,2014,201510,F13,35,0
ABCD,3150A,2014,201510,F14,35,0
ABCD,3150A,2014,201520,F15,35,0
ABCD,3150A,2015,201530,F13,3,0
ABCD,3150B,2012,201230,F15,0,0
ABCD,3150B,2014,201510,F13,35,1
ABCD,3150B,2014,201520,F15,35,0
ABCD,3210,1998,199920,R20,35,2
ABCD,3210,1999,200020,R20,35,1
ABCD,3210,1999,200020,S20,35,3
ABCD,3210,2000,200110,S16,2,2
ABCD,3210,2000,200120,R20,35,6
ABCD,3210,2000,200120,S20,35,5
ABCD,3210,2000,200120,S21,35,0
ABCD,3210,2001,200220,R56,35,8
ABCD,3210,2001,200220,S10,35,11
ABCD,3210,2002,200230,S20,35,5
ABCD,3210,2002,200310,S21,35,3
ABCD,3210,2002,200320,R10,1,0
ABCD,3210,2002,200320,R11,2,2
ABCD,3210,2002,200320,S10,35,9
ABCD,3210,2002,200320,S11,35,15
ABCD,3210,2002,200320,S12,2,2
ABCD,3210,2003,200330,S20,35,1
ABCD,3210,2003,200410,S20,35,0
ABCD,3210,2003,200410,S21,35,2
ABCD,3210,2003,200420,R21,1,1
ABCD,3210,2003,200420,S10,35,19
ABCD,3210,2003,200420,S11,35,0
ABCD,3210,2003,200420,S20,35,9
ABCD,3210,2003,200420,S21,35,0
ABCD,3210,2003,200420,S25,35,7
ABCD,3210,2004,200430,S10,35,4
ABCD,3210,2004,200430,S20,35,0
ABCD,3210,2004,200430,S25,35,0
ABCD,3210,2004,200510,S10,35,3
ABCD,3210,2004,200510,S20,35,1
ABCD,3210,2004,200510,S25,35,6
ABCD,3210,2004,200520,S10,35,11
ABCD,3210,2004,200520,S20,35,5
ABCD,3210,2004,200520,S25,35,6
ABCD,3210,2005,200530,S10,35,1
ABCD,3210,2005,200530,S11,1,1
ABCD,3210,2005,200530,S20,35,0
ABCD,3210,2005,200530,S25,35,1
ABCD,3210,2005,200610,S10,35,4
ABCD,3210,2005,200610,S11,1,1
ABCD,3210,2005,200610,S20,35,1
ABCD,3210,2005,200610,S25,35,5
ABCD,3210,2005,200620,S10,35,10
ABCD,3210,2005,200620,S11,3,3
ABCD,3210,2005,200620,S12,2,1
ABCD,3210,2005,200620,S20,35,9
ABCD,3210,2005,200620,S25,35,4
ABCD,3210,2006,200630,S10,35,2
ABCD,3210,2006,200630,S11,1,1
ABCD,3210,2006,200630,S20,35,0
ABCD,3210,2006,200630,S25,35,1
ABCD,3210,2006,200710,R21,2,2
ABCD,3210,2006,200710,S10,35,3
ABCD,3210,2006,200710,S20,35,3
ABCD,3210,2006,200710,S25,35,9
ABCD,3210,2006,200710,S38,35,3
ABCD,3210,2006,200720,R21,3,3
ABCD,3210,2006,200720,S10,35,7
ABCD,3210,2006,200720,S20,35,5
ABCD,3210,2006,200720,S21,4,4
ABCD,3210,2006,200720,S25,35,4
ABCD,3210,2006,200720,S38,35,3
ABCD,3210,2007,200730,S10,35,2
ABCD,3210,2007,200730,S20,35,0
ABCD,3210,2007,200730,S25,35,0
ABCD,3210,2007,200730,S38,35,0
ABCD,3210,2007,200810,R10,1,1
ABCD,3210,2007,200810,S10,35,4
ABCD,3210,2007,200810,S20,35,2
ABCD,3210,2007,200810,S25,35,4
ABCD,3210,2007,200820,S10,35,5
ABCD,3210,2007,200820,S11,35,1
ABCD,3210,2007,200820,S20,35,4
ABCD,3210,2007,200820,S21,35,2
ABCD,3210,2007,200820,S25,35,5
ABCD,3210,2007,200820,S38,35,6
ABCD,3210,2008,200830,S10,35,2
ABCD,3210,2008,200830,S11,35,3
ABCD,3210,2008,200830,S20,35,1
ABCD,3210,2008,200830,S21,1,1
ABCD,3210,2008,200830,S25,35,0
ABCD,3210,2008,200830,S26,0,0
ABCD,3210,2008,200830,S38,35,1
ABCD,3210,2008,200830,S39,0,0
ABCD,3210,2008,200910,S10,35,2
ABCD,3210,2008,200910,S11,35,0
ABCD,3210,2008,200910,S20,35,5
ABCD,3210,2008,200910,S21,35,0
ABCD,3210,2008,200910,S25,35,3
ABCD,3210,2008,200910,S26,35,0
ABCD,3210,2008,200920,S10,35,4
ABCD,3210,2008,200920,S11,35,1
ABCD,3210,2008,200920,S20,35,3
ABCD,3210,2008,200920,S21,35,0
ABCD,3210,2008,200920,S25,35,3
ABCD,3210,2008,200920,S26,35,0
ABCD,3210,2008,200920,S38,35,4
ABCD,3210,2008,200920,S39,35,0
ABCD,3210,2009,200930,S10,35,5
ABCD,3210,2009,200930,S11,35,1
ABCD,3210,2009,200930,S20,35,2
ABCD,3210,2009,200930,S21,1,0
ABCD,3210,2009,200930,S25,35,1
ABCD,3210,2009,200930,S26,0,0
ABCD,3210,2009,200930,S38,35,1
ABCD,3210,2009,200930,S39,0,0
ABCD,3210,2009,201010,S10,35,4
ABCD,3210,2009,201010,S11,35,2
ABCD,3210,2009,201010,S13,35,0
ABCD,3210,2009,201010,S14,35,0
ABCD,3210,2009,201010,S20,35,12
ABCD,3210,2009,201010,S21,35,0
ABCD,3210,2009,201020,S10,35,9
ABCD,3210,2009,201020,S20,35,34
ABCD,3210,2010,201030,S13,35,7
ABCD,3210,2010,201030,S14,35,1
ABCD,3210,2010,201030,S15,35,4
ABCD,3210,2010,201030,S16,35,6
ABCD,3210,2010,201110,S13,35,8
ABCD,3210,2010,201110,S14,35,0
ABCD,3210,2010,201110,S15,35,2
ABCD,3210,2010,201110,S16,35,4
ABCD,3210,2010,201120,S11,35,4
ABCD,3210,2010,201120,S12,35,5
ABCD,3210,2010,201120,S13,35,19
ABCD,3210,2010,201120,S14,35,10
ABCD,3210,2010,201120,S15,35,5
ABCD,3210,2010,201120,S16,35,2
ABCD,3210,2011,201130,S10,35,2
ABCD,3210,2011,201130,S11,35,2
ABCD,3210,2011,201130,S12,35,1
ABCD,3210,2011,201130,S13,35,6
ABCD,3210,2011,201130,S14,10,0
ABCD,3210,2011,201210,F10,15,4
ABCD,3210,2011,201210,F11,15,2
ABCD,3210,2011,201210,F12,15,0
ABCD,3210,2011,201210,F13,15,5
ABCD,3210,2011,201210,F14,15,13
ABCD,3210,2011,201220,F10,15,12
ABCD,3210,2011,201220,F11,15,6
ABCD,3210,2011,201220,F12,15,9
ABCD,3210,2011,201220,F13,15,13
ABCD,3210,2011,201220,F14,20,19
ABCD,3211,2010,201030,S13,1,1
ABCD,3211,2010,201030,S14,1,0
ABCD,3211,2010,201030,S15,5,5
ABCD,3211,2010,201110,S13,35,0
ABCD,3211,2010,201110,S14,35,0
ABCD,3211,2010,201110,S15,35,0
ABCD,3211,2010,201110,S16,35,0
ABCD,3211,2010,201120,R10,20,0
ABCD,3211,2010,201120,S10,35,3
ABCD,3211,2010,201120,S11,35,0
ABCD,3211,2010,201120,S12,35,0
ABCD,3211,2010,201120,S13,35,0
ABCD,3211,2010,201120,S14,35,0
ABCD,3211,2011,201130,S10,0,0
ABCD,3211,2011,201130,S11,3,0
ABCD,3211,2011,201130,S12,3,0
ABCD,3211,2011,201130,S13,3,0
ABCD,3211,2011,201130,S14,4,1
ABCD,3211,2011,201210,F10,3,0
ABCD,3211,2011,201210,F11,3,0
ABCD,3211,2011,201210,F12,3,0
ABCD,3211,2011,201210,F13,3,0
ABCD,3211,2011,201210,F14,3,1
ABCD,3211,2011,201220,F10,3,0
ABCD,3211,2011,201220,F11,3,0
ABCD,3211,2011,201220,F12,3,0
ABCD,3211,2011,201220,F13,3,0
ABCD,3211,2011,201220,F14,3,0
ABCD,3212,2010,201110,S13,1,1
ABCD,3212,2010,201110,S14,1,1
ABCD,3212,2010,201110,S15,5,4
ABCD,3212,2010,201120,R10,20,0
ABCD,3212,2011,201130,S10,0,0
ABCD,3212,2011,201130,S11,0,0
ABCD,3212,2011,201130,S12,0,0
ABCD,3212,2011,201130,S13,0,0
ABCD,3212,2011,201130,S14,3,3
ABCD,3212,2011,201210,F14,3,1
ABCD,3212,2011,201210,S14,0,0
ABCD,3212,2011,201210,S15,0,0
ABCD,3212,2011,201220,F14,1,1
ABCD,4150,2012,201230,F10,10,3
ABCD,4150,2012,201230,F11,10,2
ABCD,4150,2012,201230,F12,10,5
ABCD,4150,2012,201230,F13,11,11
ABCD,4150,2012,201230,F14,10,10
ABCD,4150,2012,201310,F10,10,1
ABCD,4150,2012,201310,F11,10,0
ABCD,4150,2012,201310,F12,10,2
ABCD,4150,2012,201310,F13,10,8
ABCD,4150,2012,201310,F14,10,5
ABCD,4150,2012,201320,F10,35,5
ABCD,4150,2012,201320,F11,35,0
ABCD,4150,2012,201320,F12,35,6
ABCD,4150,2012,201320,F13,35,5
ABCD,4150,2012,201320,F14,35,2
ABCD,4150,2013,201330,F10,35,0
ABCD,4150,2013,201330,F11,35,0
ABCD,4150,2013,201330,F12,35,2
ABCD,4150,2013,201330,F13,35,4
ABCD,4150,2013,201330,F14,35,4
ABCD,4150,2013,201410,F10,35,0
ABCD,4150,2013,201410,F11,35,0
ABCD,4150,2013,201410,F12,35,3
ABCD,4150,2013,201410,F13,35,0
ABCD,4150,2013,201410,F14,35,5
ABCD,4150,2013,201410,F15,4,0
ABCD,4150,2013,201420,F10,35,1
ABCD,4150,2013,201420,F11,35,0
ABCD,4150,2013,201420,F12,35,0
ABCD,4150,2013,201420,F13,35,2
ABCD,4150,2013,201420,F14,35,1
ABCD,4150,2014,201430,F10,35,2
ABCD,4150,2014,201430,F11,35,1
ABCD,4150,2014,201430,F12,35,2
ABCD,4150,2014,201430,F13,35,1
ABCD,4150,2014,201430,F14,35,3
ABCD,4150,2014,201510,F10,35,1
ABCD,4150,2014,201510,F11,35,0
ABCD,4150,2014,201510,F12,35,0
ABCD,4150,2014,201510,F13,35,1
ABCD,4150,2014,201510,F14,35,3
ABCD,4150,2014,201510,F15,35,1
ABCD,4150,2014,201520,F10,35,0
ABCD,4150,2014,201520,F11,35,0
ABCD,4150,2014,201520,F12,35,0
ABCD,4150,2014,201520,F13,35,0
ABCD,4150,2014,201520,F14,35,0
ABCD,4150,2014,201520,F15,35,0
ABCD,4150,2015,201530,F10,35,0
ABCD,4150,2015,201530,F11,35,0
ABCD,4150,2015,201530,F12,35,0
ABCD,4150,2015,201530,F13,35,0
ABCD,4150,2015,201530,F14,35,0
ABCD,4150A,2012,201230,F10,3,0
ABCD,4150A,2012,201230,F11,3,0
ABCD,4150A,2012,201230,F12,3,0
ABCD,4150A,2012,201230,F13,3,0
ABCD,4150A,2012,201230,F14,3,0
ABCD,4150A,2012,201310,F10,3,0
ABCD,4150A,2012,201310,F11,3,0
ABCD,4150A,2012,201310,F12,3,0
ABCD,4150A,2012,201310,F13,3,0
ABCD,4150A,2012,201310,F14,3,0
ABCD,4150A,2012,201320,F10,35,0
ABCD,4150A,2012,201320,F11,35,0
ABCD,4150A,2012,201320,F12,35,0
ABCD,4150A,2012,201320,F13,35,0
ABCD,4150A,2012,201320,F14,35,0
ABCD,4150A,2013,201330,F10,3,0
ABCD,4150A,2013,201330,F11,3,0
ABCD,4150A,2013,201330,F12,3,0
ABCD,4150A,2013,201330,F13,3,0
ABCD,4150A,2013,201330,F14,3,0
ABCD,4150A,2013,201410,F10,35,0
ABCD,4150A,2013,201410,F11,35,0
ABCD,4150A,2013,201410,F12,35,0
ABCD,4150A,2013,201410,F13,35,0
ABCD,4150A,2013,201410,F14,35,0
ABCD,4150A,2014,201510,F10,35,0
ABCD,4150A,2014,201510,F11,35,0
ABCD,4150A,2014,201510,F12,35,0
ABCD,4150A,2014,201510,F13,35,0
ABCD,4150A,2014,201510,F14,35,0
ABCD,4150B,2012,201230,F15,0,0
ABCD,4210,1999,199930,R20,35,2
ABCD,4210,2000,200030,R20,30,1
ABCD,4210,2000,200120,S10,2,2
ABCD,4210,2001,200130,R20,35,7
ABCD,4210,2001,200210,S10,3,3
ABCD,4210,2002,200230,S20,35,4
ABCD,4210,2002,200230,S21,35,4
ABCD,4210,2002,200310,S20,35,4
ABCD,4210,2002,200310,S21,35,0
ABCD,4210,2002,200320,S11,35,1
ABCD,4210,2003,200330,R10,1,2
ABCD,4210,2003,200330,S10,1,2
ABCD,4210,2003,200330,S20,35,17
ABCD,4210,2003,200330,S21,35,0
ABCD,4210,2003,200410,S20,35,0
ABCD,4210,2003,200410,S21,35,2
ABCD,4210,2003,200420,S10,0,0
ABCD,4210,2003,200420,S20,0,0
ABCD,4210,2003,200420,S25,35,1
ABCD,4210,2004,200430,R21,1,0
ABCD,4210,2004,200430,R22,1,1
ABCD,4210,2004,200430,S10,35,13
ABCD,4210,2004,200430,S20,35,1
ABCD,4210,2004,200430,S25,35,1
ABCD,4210,2004,200510,S10,35,5
ABCD,4210,2004,200510,S20,35,1
ABCD,4210,2004,200510,S25,35,4
ABCD,4210,2004,200520,S10,35,2
ABCD,4210,2004,200520,S20,35,6
ABCD,4210,2004,200520,S25,35,4
ABCD,4210,2005,200530,S10,35,10
ABCD,4210,2005,200530,S20,35,0
ABCD,4210,2005,200530,S25,35,1
ABCD,4210,2005,200530,S26,1,1
ABCD,4210,2005,200610,S10,35,1
ABCD,4210,2005,200610,S11,2,2
ABCD,4210,2005,200610,S20,35,1
ABCD,4210,2005,200610,S25,35,8
ABCD,4210,2005,200620,S10,35,3
ABCD,4210,2005,200620,S20,35,0
ABCD,4210,2005,200620,S25,35,2
ABCD,4210,2006,200630,S10,35,8
ABCD,4210,2006,200630,S20,35,2
ABCD,4210,2006,200630,S21,2,2
ABCD,4210,2006,200630,S22,1,1
ABCD,4210,2006,200630,S25,35,0
ABCD,4210,2006,200710,S10,35,3
ABCD,4210,2006,200710,S11,1,1
ABCD,4210,2006,200710,S20,35,1
ABCD,4210,2006,200710,S25,35,4
ABCD,4210,2006,200720,R21,1,1
ABCD,4210,2006,200720,S10,35,4
ABCD,4210,2006,200720,S20,35,3
ABCD,4210,2006,200720,S25,35,6
ABCD,4210,2006,200720,S38,35,3
ABCD,4210,2007,200730,R26,1,1
ABCD,4210,2007,200730,S10,35,5
ABCD,4210,2007,200730,S11,2,3
ABCD,4210,2007,200730,S20,35,2
ABCD,4210,2007,200730,S25,35,1
ABCD,4210,2007,200730,S38,35,0
ABCD,4210,2007,200810,R11,0,0
ABCD,4210,2007,200810,R26,1,1
ABCD,4210,2007,200810,S10,35,1
ABCD,4210,2007,200810,S20,35,4
ABCD,4210,2007,200810,S25,35,3
ABCD,4210,2007,200820,S10,35,4
ABCD,4210,2007,200820,S11,1,1
ABCD,4210,2007,200820,S20,35,3
ABCD,4210,2007,200820,S21,35,0
ABCD,4210,2007,200820,S25,35,5
ABCD,4210,2007,200820,S38,35,2
ABCD,4210,2008,200830,S10,35,3
ABCD,4210,2008,200830,S11,35,3
ABCD,4210,2008,200830,S20,35,1
ABCD,4210,2008,200830,S21,1,1
ABCD,4210,2008,200830,S25,35,2
ABCD,4210,2008,200830,S26,0,0
ABCD,4210,2008,200830,S38,35,0
ABCD,4210,2008,200830,S39,0,0
ABCD,4210,2008,200910,S10,35,3
ABCD,4210,2008,200910,S11,35,1
ABCD,4210,2008,200910,S20,35,1
ABCD,4210,2008,200910,S21,35,0
ABCD,4210,2008,200910,S25,35,1
ABCD,4210,2008,200910,S26,35,1
ABCD,4210,2008,200920,S10,35,2
ABCD,4210,2008,200920,S11,35,0
ABCD,4210,2008,200920,S20,35,3
ABCD,4210,2008,200920,S21,35,0
ABCD,4210,2008,200920,S25,35,2
ABCD,4210,2008,200920,S26,35,0
ABCD,4210,2008,200920,S38,35,4
ABCD,4210,2008,200920,S39,35,0
ABCD,4210,2009,200930,S10,35,3
ABCD,4210,2009,200930,S11,35,1
ABCD,4210,2009,200930,S20,35,0
ABCD,4210,2009,200930,S21,1,0
ABCD,4210,2009,200930,S25,35,2
ABCD,4210,2009,200930,S26,0,0
ABCD,4210,2009,200930,S38,35,2
ABCD,4210,2009,200930,S39,0,0
ABCD,4210,2009,201010,S10,35,7
ABCD,4210,2009,201010,S11,35,1
ABCD,4210,2009,201010,S20,35,5
ABCD,4210,2009,201010,S21,35,0
ABCD,4210,2009,201020,S10,35,6
ABCD,4210,2009,201020,S20,35,9
ABCD,4210,2010,201030,S13,35,10
ABCD,4210,2010,201030,S14,35,4
ABCD,4210,2010,201030,S15,35,3
ABCD,4210,2010,201030,S16,35,5
ABCD,4210,2010,201110,S13,35,5
ABCD,4210,2010,201110,S14,35,0
ABCD,4210,2010,201110,S15,35,1
ABCD,4210,2010,201110,S16,35,2
ABCD,4210,2010,201120,S13,35,7
ABCD,4210,2010,201120,S14,35,5
ABCD,4210,2010,201120,S15,35,4
ABCD,4210,2010,201120,S16,35,7
ABCD,4210,2011,201130,S10,35,3
ABCD,4210,2011,201130,S11,35,3
ABCD,4210,2011,201130,S12,35,1
ABCD,4210,2011,201130,S13,35,9
ABCD,4210,2011,201130,S14,10,2
ABCD,4210,2011,201210,F10,15,1
ABCD,4210,2011,201210,F11,15,2
ABCD,4210,2011,201210,F12,15,0
ABCD,4210,2011,201210,F13,15,3
ABCD,4210,2011,201210,F14,15,11
ABCD,4210,2011,201220,F10,15,8
ABCD,4210,2011,201220,F11,15,1
ABCD,4210,2011,201220,F12,15,0
ABCD,4210,2011,201220,F13,15,1
ABCD,4210,2011,201220,F14,20,15
ABCD,4211,2009,201020,S20,2,2
ABCD,4211,2010,201030,S14,3,3
ABCD,4211,2010,201030,S15,3,3
ABCD,4211,2010,201110,S13,35,0
ABCD,4211,2010,201110,S14,35,0
ABCD,4211,2010,201110,S15,35,0
ABCD,4211,2010,201110,S16,35,0
ABCD,4211,2010,201120,R10,20,0
ABCD,4211,2010,201120,S10,35,0
ABCD,4211,2010,201120,S11,35,0
ABCD,4211,2010,201120,S12,35,0
ABCD,4211,2010,201120,S13,35,0
ABCD,4211,2011,201130,S10,0,0
ABCD,4211,2011,201130,S11,3,0
ABCD,4211,2011,201130,S12,3,0
ABCD,4211,2011,201130,S13,3,1
ABCD,4211,2011,201130,S14,3,1
ABCD,4211,2011,201210,F10,3,0
ABCD,4211,2011,201210,F11,3,0
ABCD,4211,2011,201210,F12,3,0
ABCD,4211,2011,201210,F13,3,0
ABCD,4211,2011,201210,F14,3,0
ABCD,4211,2011,201220,F10,3,0
ABCD,4211,2011,201220,F11,3,0
ABCD,4211,2011,201220,F12,3,0
ABCD,4211,2011,201220,F13,3,0
ABCD,4211,2011,201220,F14,3,0
ABCD,4212,2010,201030,S20,2,2
ABCD,4212,2010,201110,S14,3,3
ABCD,4212,2010,201110,S15,3,3
ABCD,4212,2010,201120,R10,20,0
ABCD,4212,2011,201130,S10,0,0
ABCD,4212,2011,201130,S11,0,0
ABCD,4212,2011,201130,S12,0,0
ABCD,4212,2011,201130,S13,0,0
ABCD,4212,2011,201210,F13,3,1
ABCD,4212,2011,201210,F14,3,1
ABCD,CTFE,2002,200310,R14,0,0
ABCD,CTFE,2002,200310,R16,0,0
ABCD,CTFE,2002,200310,R40,0,0
ABCD,CTFE,2002,200310,S10,0,0
ABCD,CTFE,2002,200310,S11,0,0
ABCD,CTFE,2002,200310,S16,0,0
ABCD,CTFE,2002,200320,R10,1,1
ABCD,CTFE,2002,200320,R11,0,0
ABCD,CTFE,2002,200320,R16,35,3
ABCD,CTFE,2002,200320,R17,1,0
ABCD,CTFE,2002,200320,R40,0,0
